 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
47;1121300000;Taxa de Autorização de Funcionamento de Transporte;04/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;60
48;1919150000;Multas Previstas na Legislação de Trânsito;05/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;744.91
49;1919150000;Multas Previstas na Legislação de Trânsito;05/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;939.06
50;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;240
51;1919150000;Multas Previstas na Legislação de Trânsito;06/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;234.6
52;1121300000;Taxa de Autorização de Funcionamento de Transporte;06/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;30
53;1919150000;Multas Previstas na Legislação de Trânsito;07/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;407.84
54;1919150000;Multas Previstas na Legislação de Trânsito;10/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;589.42
55;1121300000;Taxa de Autorização de Funcionamento de Transporte;10/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;251
56;1919150000;Multas Previstas na Legislação de Trânsito;11/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;865.64
57;1121300000;Taxa de Autorização de Funcionamento de Transporte;11/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;71
58;1919150000;Multas Previstas na Legislação de Trânsito;12/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;642.44
59;1121300000;Taxa de Autorização de Funcionamento de Transporte;12/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;120
60;1121300000;Taxa de Autorização de Funcionamento de Transporte;13/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;71
61;1919150000;Multas Previstas na Legislação de Trânsito;13/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;347.54
62;1919150000;Multas Previstas na Legislação de Trânsito;14/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;246.09
63;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;60
64;1919150000;Multas Previstas na Legislação de Trânsito;17/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;634.07
65;1121300000;Taxa de Autorização de Funcionamento de Transporte;17/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;90
66;1919150000;Multas Previstas na Legislação de Trânsito;18/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;584.83
67;1121300000;Taxa de Autorização de Funcionamento de Transporte;18/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;161
68;1919150000;Multas Previstas na Legislação de Trânsito;19/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;525.81
69;1121300000;Taxa de Autorização de Funcionamento de Transporte;19/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;41
70;1919150000;Multas Previstas na Legislação de Trânsito;20/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;728.73
71;1121300000;Taxa de Autorização de Funcionamento de Transporte;20/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;90
72;1919150000;Multas Previstas na Legislação de Trânsito;21/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;264.92
73;1121300000;Taxa de Autorização de Funcionamento de Transporte;21/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;251
74;1919150000;Multas Previstas na Legislação de Trânsito;24/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;458.4
75;1919150000;Multas Previstas na Legislação de Trânsito;25/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;916.77
76;1121300000;Taxa de Autorização de Funcionamento de Transporte;25/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;90
77;1919150000;Multas Previstas na Legislação de Trânsito;26/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;365.43
78;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;150
79;1919150000;Multas Previstas na Legislação de Trânsito;27/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;787.43
80;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;251
81;1919150000;Multas Previstas na Legislação de Trânsito;28/02/2014;SCTRANS;04.342.393/0001-72;120000.00;0;266.3
82;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/02/2014;SCTRANS;04.342.393/0001-72;100000.00;0;281
83;1325020100;Receita de Remuneração de Depósitos de Poupança;28/02/2014;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;242.18
84;1919150000;Multas Previstas na Legislação de Trânsito;05/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;761.09
85;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;120
86;1919150000;Multas Previstas na Legislação de Trânsito;06/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1142.63
87;1919150000;Multas Previstas na Legislação de Trânsito;06/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1617.17
88;1121300000;Taxa de Autorização de Funcionamento de Transporte;07/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;210
89;1919150000;Multas Previstas na Legislação de Trânsito;10/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;614.75
90;1121300000;Taxa de Autorização de Funcionamento de Transporte;10/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;281
91;1919150000;Multas Previstas na Legislação de Trânsito;11/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;794.76
92;1121300000;Taxa de Autorização de Funcionamento de Transporte;11/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;120
93;1919150000;Multas Previstas na Legislação de Trânsito;12/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1495.76
94;1121300000;Taxa de Autorização de Funcionamento de Transporte;12/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;584
95;1919150000;Multas Previstas na Legislação de Trânsito;13/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;692.28
96;1121300000;Taxa de Autorização de Funcionamento de Transporte;13/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;461
97;1919150000;Multas Previstas na Legislação de Trânsito;14/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1264.61
98;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;360
99;1919150000;Multas Previstas na Legislação de Trânsito;17/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;386.92
100;1121300000;Taxa de Autorização de Funcionamento de Transporte;17/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;461
101;1121300000;Taxa de Autorização de Funcionamento de Transporte;18/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;101
102;1919150000;Multas Previstas na Legislação de Trânsito;18/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;306.75
103;1919150000;Multas Previstas na Legislação de Trânsito;19/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;814.26
104;1121300000;Taxa de Autorização de Funcionamento de Transporte;19/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;120
105;1919150000;Multas Previstas na Legislação de Trânsito;20/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;479.98
106;1121300000;Taxa de Autorização de Funcionamento de Transporte;20/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;161
107;1919150000;Multas Previstas na Legislação de Trânsito;21/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1233.61
108;1121300000;Taxa de Autorização de Funcionamento de Transporte;21/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;251
109;1919150000;Multas Previstas na Legislação de Trânsito;24/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;908.05
110;1121300000;Taxa de Autorização de Funcionamento de Transporte;24/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;300
111;1919150000;Multas Previstas na Legislação de Trânsito;25/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;433.47
112;1919150000;Multas Previstas na Legislação de Trânsito;25/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;287.21
113;1121300000;Taxa de Autorização de Funcionamento de Transporte;25/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;371
114;1919150000;Multas Previstas na Legislação de Trânsito;26/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;502.28
115;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;262
116;1919150000;Multas Previstas na Legislação de Trânsito;27/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;306.75
117;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;90
118;1919150000;Multas Previstas na Legislação de Trânsito;28/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;573.04
119;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;210
120;1919150000;Multas Previstas na Legislação de Trânsito;31/03/2014;SCTRANS;04.342.393/0001-72;120000.00;0;613.48
121;1121300000;Taxa de Autorização de Funcionamento de Transporte;31/03/2014;SCTRANS;04.342.393/0001-72;100000.00;0;180
122;1325020100;Receita de Remuneração de Depósitos de Poupança;31/03/2014;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;117.57
123;1919150000;Multas Previstas na Legislação de Trânsito;01/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;561.54
124;1121300000;Taxa de Autorização de Funcionamento de Transporte;01/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;221
125;1919150000;Multas Previstas na Legislação de Trânsito;02/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;20.91
126;1919150000;Multas Previstas na Legislação de Trânsito;02/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;958.03
127;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;461
128;1919150000;Multas Previstas na Legislação de Trânsito;03/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;275.04
129;1919150000;Multas Previstas na Legislação de Trânsito;03/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;2107.60
130;1121300000;Taxa de Autorização de Funcionamento de Transporte;03/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;311
131;1121300000;Taxa de Autorização de Funcionamento de Transporte;11/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;232
132;1919150000;Multas Previstas na Legislação de Trânsito;14/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;745.61
133;1919150000;Multas Previstas na Legislação de Trânsito;04/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;804.89
134;1121300000;Taxa de Autorização de Funcionamento de Transporte;04/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;221
135;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;191
136;1919150000;Multas Previstas na Legislação de Trânsito;08/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;828.54
137;1121300000;Taxa de Autorização de Funcionamento de Transporte;08/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;90
138;1919150000;Multas Previstas na Legislação de Trânsito;15/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;377.52
139;1919150000;Multas Previstas na Legislação de Trânsito;09/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;726.76
140;1121300000;Taxa de Autorização de Funcionamento de Transporte;09/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;131
141;1121300000;Taxa de Autorização de Funcionamento de Transporte;15/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;303
142;1919150000;Multas Previstas na Legislação de Trânsito;10/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;937.68
143;1919150000;Multas Previstas na Legislação de Trânsito;10/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1079.20
144;1919150000;Multas Previstas na Legislação de Trânsito;16/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;757.26
145;1121300000;Taxa de Autorização de Funcionamento de Transporte;10/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;191
146;1121300000;Taxa de Autorização de Funcionamento de Transporte;16/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;262
147;1121300000;Taxa de Autorização de Funcionamento de Transporte;17/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;232
148;1919150000;Multas Previstas na Legislação de Trânsito;22/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;947.78
149;1919150000;Multas Previstas na Legislação de Trânsito;22/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;947.78
150;1919150000;Multas Previstas na Legislação de Trânsito;23/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1487.07
151;1919150000;Multas Previstas na Legislação de Trânsito;23/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;827.18
152;1919150000;Multas Previstas na Legislação de Trânsito;23/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;112.59
153;1121300000;Taxa de Autorização de Funcionamento de Transporte;23/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;322
154;1121300000;Taxa de Autorização de Funcionamento de Transporte;24/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;142
155;1919150000;Multas Previstas na Legislação de Trânsito;25/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;1029.36
156;1121300000;Taxa de Autorização de Funcionamento de Transporte;25/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;352
157;1919150000;Multas Previstas na Legislação de Trânsito;28/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;317.55
158;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;442
159;1919150000;Multas Previstas na Legislação de Trânsito;29/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;473.93
160;1919150000;Multas Previstas na Legislação de Trânsito;30/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;722.61
161;1121300000;Taxa de Autorização de Funcionamento de Transporte;30/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;701
162;1121300000;Taxa de Autorização de Funcionamento de Transporte;07/04/2014;SCTRANS;04.342.393/0001-72;100000.00;0;30
163;1919150000;Multas Previstas na Legislação de Trânsito;11/04/2014;SCTRANS;04.342.393/0001-72;120000.00;0;438.17
164;1325020100;Receita de Remuneração de Depósitos de Poupança;30/04/2014;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;45.83
165;1919150000;Multas Previstas na Legislação de Trânsito;02/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;534.78
166;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;451
167;1919150000;Multas Previstas na Legislação de Trânsito;05/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;253.51
168;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;40
169;1121300000;Taxa de Autorização de Funcionamento de Transporte;06/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;280
170;1919150000;Multas Previstas na Legislação de Trânsito;07/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;340.56
171;1121300000;Taxa de Autorização de Funcionamento de Transporte;07/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;291
172;1919150000;Multas Previstas na Legislação de Trânsito;08/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;805.55
173;1121300000;Taxa de Autorização de Funcionamento de Transporte;08/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;160
174;1919150000;Multas Previstas na Legislação de Trânsito;09/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;160.83
175;1121300000;Taxa de Autorização de Funcionamento de Transporte;09/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;40
177;1121300000;Taxa de Autorização de Funcionamento de Transporte;12/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;222
178;1919150000;Multas Previstas na Legislação de Trânsito;13/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;404.06
179;1121300000;Taxa de Autorização de Funcionamento de Transporte;13/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;502
180;1919150000;Multas Previstas na Legislação de Trânsito;14/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;512.4
181;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;393
183;1121300000;Taxa de Autorização de Funcionamento de Transporte;15/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;273
184;1919150000;Multas Previstas na Legislação de Trânsito;16/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;225.18
185;1121300000;Taxa de Autorização de Funcionamento de Transporte;16/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;531
187;1121300000;Taxa de Autorização de Funcionamento de Transporte;19/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;423
188;1919150000;Multas Previstas na Legislação de Trânsito;20/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;539.95
189;1121300000;Taxa de Autorização de Funcionamento de Transporte;20/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;80
190;1919150000;Multas Previstas na Legislação de Trânsito;21/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;738.14
191;1121300000;Taxa de Autorização de Funcionamento de Transporte;21/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;473
192;1919150000;Multas Previstas na Legislação de Trânsito;22/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;215.35
193;1121300000;Taxa de Autorização de Funcionamento de Transporte;22/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;331
194;1919150000;Multas Previstas na Legislação de Trânsito;23/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;406.18
195;1121300000;Taxa de Autorização de Funcionamento de Transporte;23/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;451
196;1919150000;Multas Previstas na Legislação de Trânsito;26/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;621.51
197;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;331
198;1919150000;Multas Previstas na Legislação de Trânsito;27/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;96.76
199;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;252
200;1919150000;Multas Previstas na Legislação de Trânsito;28/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;906.65
201;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;321
202;1919150000;Multas Previstas na Legislação de Trânsito;29/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;91.68
203;1919150000;Multas Previstas na Legislação de Trânsito;29/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;407.53
204;1919150000;Multas Previstas na Legislação de Trânsito;29/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;91.68
205;1919150000;Multas Previstas na Legislação de Trânsito;29/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;407.53
206;1121300000;Taxa de Autorização de Funcionamento de Transporte;29/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;302
207;1919150000;Multas Previstas na Legislação de Trânsito;30/05/2014;SCTRANS;04.342.393/0001-72;120000.00;0;336.75
208;1121300000;Taxa de Autorização de Funcionamento de Transporte;30/05/2014;SCTRANS;04.342.393/0001-72;100000.00;0;262
209;1325020100;Receita de Remuneração de Depósitos de Poupança;30/05/2014;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;66.57
210;1919150000;Multas Previstas na Legislação de Trânsito;02/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;621.15
211;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;452
212;1919150000;Multas Previstas na Legislação de Trânsito;03/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;611.61
213;1919150000;Multas Previstas na Legislação de Trânsito;03/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;30.55
214;1121300000;Taxa de Autorização de Funcionamento de Transporte;03/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;262
215;1919150000;Multas Previstas na Legislação de Trânsito;04/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;2300.20
216;1919150000;Multas Previstas na Legislação de Trânsito;04/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;337.96
217;1121300000;Taxa de Autorização de Funcionamento de Transporte;04/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;222
218;1919150000;Multas Previstas na Legislação de Trânsito;05/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;91.68
219;1919150000;Multas Previstas na Legislação de Trânsito;05/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;355.64
220;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;291
221;1919150000;Multas Previstas na Legislação de Trânsito;06/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;326.27
222;1121300000;Taxa de Autorização de Funcionamento de Transporte;06/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;212
223;1919150000;Multas Previstas na Legislação de Trânsito;09/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;246.09
224;1121300000;Taxa de Autorização de Funcionamento de Transporte;09/06/2014;SCTRANS;04.342.393/0001-72;100000.00;0;200
225;1919150000;Multas Previstas na Legislação de Trânsito;10/06/2014;SCTRANS;04.342.393/0001-72;120000.00;0;337.07
