 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
27;1919150000-Multas Previstas na Legislação de Trânsito;26/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;434,26
28;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;133
29;1919150000-Multas Previstas na Legislação de Trânsito;27/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;82,49
30;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;240
31;1919150000-Multas Previstas na Legislação de Trânsito;28/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;124,54
32;1121300000-Taxa de Autorização de Funcionamento de Transporte;28/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;373
33;1919150000-Multas Previstas na Legislação de Trânsito;29/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;502,4
34;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;446
35;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;30/01/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;1.092,00;0;147,22
36;1922990000-Outras Restituições;04/01/2016;FOLHA DE PAGAMENTO - EFETIVOS;;5.000,00;0;788
37;1922990000-Outras Restituições;04/01/2016;FOLHA DE PAGAMENTO - ADMINISTRAÇÃO;;5.000,00;0;1.090,87
38;1919150000-Multas Previstas na Legislação de Trânsito;01/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;536,96
39;1121300000-Taxa de Autorização de Funcionamento de Transporte;01/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;440
40;1919150000-Multas Previstas na Legislação de Trânsito;02/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;403,94
42;1919150000-Multas Previstas na Legislação de Trânsito;03/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;683,34
43;1919150000-Multas Previstas na Legislação de Trânsito;03/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;65,49
44;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;386
45;1919150000-Multas Previstas na Legislação de Trânsito;04/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;147,98
46;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
47;1919150000-Multas Previstas na Legislação de Trânsito;05/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;244,8
48;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;120
49;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;133
50;1919150000-Multas Previstas na Legislação de Trânsito;11/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;150,41
51;1919150000-Multas Previstas na Legislação de Trânsito;12/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;351,77
52;1919150000-Multas Previstas na Legislação de Trânsito;12/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;163,92
53;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
54;1919150000-Multas Previstas na Legislação de Trânsito;15/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;25,87
55;1121300000-Taxa de Autorização de Funcionamento de Transporte;15/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;280
56;1121300000-Taxa de Autorização de Funcionamento de Transporte;16/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;120
57;1121300000-Taxa de Autorização de Funcionamento de Transporte;17/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;160
58;1919150000-Multas Previstas na Legislação de Trânsito;18/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;233,26
59;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;339
60;1919150000-Multas Previstas na Legislação de Trânsito;19/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;375,63
61;1919150000-Multas Previstas na Legislação de Trânsito;22/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;82,49
62;1919150000-Multas Previstas na Legislação de Trânsito;22/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;551,11
63;1121300000-Taxa de Autorização de Funcionamento de Transporte;22/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;1.126,00
64;1919150000-Multas Previstas na Legislação de Trânsito;23/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;185,97
65;1121300000-Taxa de Autorização de Funcionamento de Transporte;23/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;613
66;1919150000-Multas Previstas na Legislação de Trânsito;24/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;43,66
67;1121300000-Taxa de Autorização de Funcionamento de Transporte;24/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;653
68;1919150000-Multas Previstas na Legislação de Trânsito;25/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;438,68
69;1919150000-Multas Previstas na Legislação de Trânsito;25/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;485,34
70;1919150000-Multas Previstas na Legislação de Trânsito;25/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;342,04
71;1121300000-Taxa de Autorização de Funcionamento de Transporte;25/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;326
72;1919150000-Multas Previstas na Legislação de Trânsito;26/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;435,45
73;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;533
74;1919150000-Multas Previstas na Legislação de Trânsito;29/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;1.204,43
75;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;682
76;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;29/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;1.092,00;0;285,41
77;1121300000-Taxa de Autorização de Funcionamento de Transporte;19/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;440
78;1121300000-Taxa de Autorização de Funcionamento de Transporte;02/02/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
79;1922990000-Outras Restituições;29/02/2016;FOLHA DE PAGAMENTO - EFETIVOS;;5.000,00;0;54,26
80;1919150000-Multas Previstas na Legislação de Trânsito;01/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;645,48
81;1121300000-Taxa de Autorização de Funcionamento de Transporte;01/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;346
82;1919150000-Multas Previstas na Legislação de Trânsito;02/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;644,23
83;1121300000-Taxa de Autorização de Funcionamento de Transporte;02/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;160
84;1919150000-Multas Previstas na Legislação de Trânsito;03/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;607,67
85;1919150000-Multas Previstas na Legislação de Trânsito;03/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;95,82
86;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;353
87;1919150000-Multas Previstas na Legislação de Trânsito;04/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;542,2
88;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;1.632,00
89;1919150000-Multas Previstas na Legislação de Trânsito;07/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;415,64
90;1121300000-Taxa de Autorização de Funcionamento de Transporte;07/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;1.332,00
91;1919150000-Multas Previstas na Legislação de Trânsito;08/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;435,45
92;1121300000-Taxa de Autorização de Funcionamento de Transporte;08/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;760
93;1919150000-Multas Previstas na Legislação de Trânsito;09/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;318,96
94;1121300000-Taxa de Autorização de Funcionamento de Transporte;09/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;639
95;1919150000-Multas Previstas na Legislação de Trânsito;10/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;900,91
96;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;1.252,00
97;1919150000-Multas Previstas na Legislação de Trânsito;11/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;290,7
98;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;866
99;1919150000-Multas Previstas na Legislação de Trânsito;14/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;294,75
100;1121300000-Taxa de Autorização de Funcionamento de Transporte;14/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;440
101;1919150000-Multas Previstas na Legislação de Trânsito;15/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;385,43
102;1121300000-Taxa de Autorização de Funcionamento de Transporte;15/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;613
103;1919150000-Multas Previstas na Legislação de Trânsito;16/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;279,4
104;1121300000-Taxa de Autorização de Funcionamento de Transporte;16/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
105;1919150000-Multas Previstas na Legislação de Trânsito;17/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;343,91
106;1121300000-Taxa de Autorização de Funcionamento de Transporte;17/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;1.126,00
107;1919150000-Multas Previstas na Legislação de Trânsito;18/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;534,53
108;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;413
109;1919150000-Multas Previstas na Legislação de Trânsito;21/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;744,81
110;1121300000-Taxa de Autorização de Funcionamento de Transporte;21/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;486
111;1919150000-Multas Previstas na Legislação de Trânsito;22/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;473,03
112;1121300000-Taxa de Autorização de Funcionamento de Transporte;22/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;479
113;1919150000-Multas Previstas na Legislação de Trânsito;23/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;587,47
114;1121300000-Taxa de Autorização de Funcionamento de Transporte;23/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;560
115;1121300000-Taxa de Autorização de Funcionamento de Transporte;24/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;746
116;1919150000-Multas Previstas na Legislação de Trânsito;28/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;377,61
117;1919150000-Multas Previstas na Legislação de Trânsito;29/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;387,76
118;1919150000-Multas Previstas na Legislação de Trânsito;29/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;356,61
119;1919150000-Multas Previstas na Legislação de Trânsito;29/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;247,47
120;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;466
121;1121300000-Taxa de Autorização de Funcionamento de Transporte;30/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;599
122;1919150000-Multas Previstas na Legislação de Trânsito;31/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;443,93
123;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;31/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;1.092,00;0;413,85
124;1121300000-Taxa de Autorização de Funcionamento de Transporte;31/03/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;446
125;1919150000-Multas Previstas na Legislação de Trânsito;01/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;843,05
126;1121300000-Taxa de Autorização de Funcionamento de Transporte;01/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;546
127;1919150000-Multas Previstas na Legislação de Trânsito;04/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;961,14
128;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;80
129;1919150000-Multas Previstas na Legislação de Trânsito;05/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;959,08
130;1919150000-Multas Previstas na Legislação de Trânsito;05/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;262,4
131;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;266
132;1919150000-Multas Previstas na Legislação de Trânsito;06/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;233,69
133;1121300000-Taxa de Autorização de Funcionamento de Transporte;06/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;506
134;1919150000-Multas Previstas na Legislação de Trânsito;07/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;529,26
135;1121300000-Taxa de Autorização de Funcionamento de Transporte;07/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;120
136;1919150000-Multas Previstas na Legislação de Trânsito;08/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;332,35
137;1121300000-Taxa de Autorização de Funcionamento de Transporte;08/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;266
138;1919150000-Multas Previstas na Legislação de Trânsito;11/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;416,48
139;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;426
140;1919150000-Multas Previstas na Legislação de Trânsito;12/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;645,34
141;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;293,2
142;1919150000-Multas Previstas na Legislação de Trânsito;13/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;841,43
143;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
145;1919150000-Multas Previstas na Legislação de Trânsito;14/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;799,78
146;1121300000-Taxa de Autorização de Funcionamento de Transporte;14/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;493
147;1919150000-Multas Previstas na Legislação de Trânsito;15/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;453,67
148;1121300000-Taxa de Autorização de Funcionamento de Transporte;15/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;366
149;1919150000-Multas Previstas na Legislação de Trânsito;18/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;263,44
150;1919150000-Multas Previstas na Legislação de Trânsito;19/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;238,96
151;1121300000-Taxa de Autorização de Funcionamento de Transporte;19/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;200
152;1919150000-Multas Previstas na Legislação de Trânsito;20/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;538,16
153;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;492
154;1919150000-Multas Previstas na Legislação de Trânsito;22/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;178,31
155;1121300000-Taxa de Autorização de Funcionamento de Transporte;22/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;479
156;1919150000-Multas Previstas na Legislação de Trânsito;25/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;551,92
157;1919150000-Multas Previstas na Legislação de Trânsito;25/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;370,77
158;1121300000-Taxa de Autorização de Funcionamento de Transporte;25/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;386
159;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;680
160;1919150000-Multas Previstas na Legislação de Trânsito;27/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;168,2
161;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;520
162;1121300000-Taxa de Autorização de Funcionamento de Transporte;28/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;533
163;1919150000-Multas Previstas na Legislação de Trânsito;29/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;42,05
164;1919150000-Multas Previstas na Legislação de Trânsito;29/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;154,04
165;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;280
166;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;29/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;1.092,00;0;435,27
167;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/04/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;120
168;1919150000-Multas Previstas na Legislação de Trânsito;02/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;661,06
169;1121300000-Taxa de Autorização de Funcionamento de Transporte;02/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;280
170;1919150000-Multas Previstas na Legislação de Trânsito;03/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;925,64
171;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;446
172;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;80
173;1919150000-Multas Previstas na Legislação de Trânsito;05/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;1.809,41
174;1919150000-Multas Previstas na Legislação de Trânsito;05/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;552,74
175;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;173
176;1919150000-Multas Previstas na Legislação de Trânsito;06/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;375,22
177;1121300000-Taxa de Autorização de Funcionamento de Transporte;06/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;93
178;1919150000-Multas Previstas na Legislação de Trânsito;09/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;417,27
179;1919150000-Multas Previstas na Legislação de Trânsito;10/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;58,22
180;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;240
181;1919150000-Multas Previstas na Legislação de Trânsito;11/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;334,78
183;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;293
184;1919150000-Multas Previstas na Legislação de Trânsito;12/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;795,31
185;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;293
186;1919150000-Multas Previstas na Legislação de Trânsito;13/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;775,12
187;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;120
188;1919150000-Multas Previstas na Legislação de Trânsito;16/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;485,61
189;1121300000-Taxa de Autorização de Funcionamento de Transporte;16/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;40
190;1919150000-Multas Previstas na Legislação de Trânsito;17/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;512,51
191;1121300000-Taxa de Autorização de Funcionamento de Transporte;17/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;186
192;1919150000-Multas Previstas na Legislação de Trânsito;18/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;798,15
193;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;333
194;1919150000-Multas Previstas na Legislação de Trânsito;19/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;757,73
195;1121300000-Taxa de Autorização de Funcionamento de Transporte;19/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;446
196;1919150000-Multas Previstas na Legislação de Trânsito;20/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;131.043,00;0;411,2
197;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/05/2016;BANCO DO BRASIL S/A;00.000.000/0099-03;109.203,00;0;333
