 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
20;1121011102-Taxa de Autorização de Funcionamento de Transporte;16/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;385,76
21;1910011100-Multas Previstas em Legislação de Trânsito;17/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.512,29
22;1121011102-Taxa de Autorização de Funcionamento de Transporte;17/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;219,2
23;1910011100-Multas Previstas em Legislação de Trânsito;18/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.296,73
24;1121011102-Taxa de Autorização de Funcionamento de Transporte;18/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;23,6
25;1910011100-Multas Previstas em Legislação de Trânsito;21/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.189,10
26;1910011100-Multas Previstas em Legislação de Trânsito;22/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.322,75
27;1121011102-Taxa de Autorização de Funcionamento de Transporte;22/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;183,2
28;1121011102-Taxa de Autorização de Funcionamento de Transporte;23/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;422,4
29;1910011100-Multas Previstas em Legislação de Trânsito;23/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.055,07
30;1910011100-Multas Previstas em Legislação de Trânsito;24/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;187,64
31;1121011102-Taxa de Autorização de Funcionamento de Transporte;24/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;928,8
32;1910011100-Multas Previstas em Legislação de Trânsito;25/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.355,04
33;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.511,70
34;1910011100-Multas Previstas em Legislação de Trânsito;28/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.063,58
35;1121011102-Taxa de Autorização de Funcionamento de Transporte;28/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;582
36;1910011100-Multas Previstas em Legislação de Trânsito;29/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.128,48
37;1121011102-Taxa de Autorização de Funcionamento de Transporte;29/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;99,6
38;1910011100-Multas Previstas em Legislação de Trânsito;30/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.189,89
39;1121011102-Taxa de Autorização de Funcionamento de Transporte;30/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;855,7
40;1910011100-Multas Previstas em Legislação de Trânsito;31/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.376,67
41;1121011102-Taxa de Autorização de Funcionamento de Transporte;31/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;306,8
42;1321001103-Remuneração de Outros Depósitos de Recursos não vinculados;31/01/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;10.000,00;0;4,2
43;1910011100-Multas Previstas em Legislação de Trânsito;01/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.038,75
44;1121011102-Taxa de Autorização de Funcionamento de Transporte;01/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;626,8
45;1910011100-Multas Previstas em Legislação de Trânsito;04/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.441,25
46;1121011102-Taxa de Autorização de Funcionamento de Transporte;04/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;585,4
47;1910011100-Multas Previstas em Legislação de Trânsito;05/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;3.037,79
48;1910011100-Multas Previstas em Legislação de Trânsito;06/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;446,15
49;1121011102-Taxa de Autorização de Funcionamento de Transporte;06/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;223,2
50;1910011100-Multas Previstas em Legislação de Trânsito;07/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;785,21
51;1121011102-Taxa de Autorização de Funcionamento de Transporte;07/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;3.051,80
52;1910011100-Multas Previstas em Legislação de Trânsito;08/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.401,33
53;1121011102-Taxa de Autorização de Funcionamento de Transporte;08/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;319,7
54;1910011100-Multas Previstas em Legislação de Trânsito;08/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;11.983,88
55;1121011102-Taxa de Autorização de Funcionamento de Transporte;11/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;711,6
56;1910011100-Multas Previstas em Legislação de Trânsito;11/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.118,72
57;1910011100-Multas Previstas em Legislação de Trânsito;12/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.747,56
58;1121011102-Taxa de Autorização de Funcionamento de Transporte;12/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;966,6
59;1910011100-Multas Previstas em Legislação de Trânsito;13/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.482,15
60;1121011102-Taxa de Autorização de Funcionamento de Transporte;13/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;562
61;1910011100-Multas Previstas em Legislação de Trânsito;14/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.389,33
62;1121011102-Taxa de Autorização de Funcionamento de Transporte;14/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;698
63;1910011100-Multas Previstas em Legislação de Trânsito;15/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.170,57
64;1121011102-Taxa de Autorização de Funcionamento de Transporte;15/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;817,7
65;1910011100-Multas Previstas em Legislação de Trânsito;18/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.355,14
66;1121011102-Taxa de Autorização de Funcionamento de Transporte;18/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;506,8
67;1910011100-Multas Previstas em Legislação de Trânsito;19/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;772,01
68;1910011100-Multas Previstas em Legislação de Trânsito;20/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.130,58
69;1121011102-Taxa de Autorização de Funcionamento de Transporte;20/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;645,6
70;1910011100-Multas Previstas em Legislação de Trânsito;21/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;364,43
71;1121011102-Taxa de Autorização de Funcionamento de Transporte;21/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.241,60
72;1910011100-Multas Previstas em Legislação de Trânsito;22/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.488,69
73;1121011102-Taxa de Autorização de Funcionamento de Transporte;22/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;586,8
74;1910011100-Multas Previstas em Legislação de Trânsito;25/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.293,49
75;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;634,4
76;1910011100-Multas Previstas em Legislação de Trânsito;26/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.378,96
77;1121011102-Taxa de Autorização de Funcionamento de Transporte;26/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;666
78;1910011100-Multas Previstas em Legislação de Trânsito;27/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;23.639,19
79;1910011100-Multas Previstas em Legislação de Trânsito;27/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.631,71
80;1121011102-Taxa de Autorização de Funcionamento de Transporte;27/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;241,1
81;1910011100-Multas Previstas em Legislação de Trânsito;28/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;747,16
82;1121011102-Taxa de Autorização de Funcionamento de Transporte;28/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;499,6
83;1321001103-Remuneração de Outros Depósitos de Recursos não vinculados;28/02/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;10.000,00;0;16,36
84;1910011100-Multas Previstas em Legislação de Trânsito;01/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.948,81
85;1121011102-Taxa de Autorização de Funcionamento de Transporte;01/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;745,6
86;1910011100-Multas Previstas em Legislação de Trânsito;06/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.480,46
87;1121011102-Taxa de Autorização de Funcionamento de Transporte;06/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.815,40
88;1910011100-Multas Previstas em Legislação de Trânsito;07/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.715,84
89;1121011102-Taxa de Autorização de Funcionamento de Transporte;07/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;110
90;1910011100-Multas Previstas em Legislação de Trânsito;07/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.198,68
91;1121011102-Taxa de Autorização de Funcionamento de Transporte;08/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;813,6
92;1910011100-Multas Previstas em Legislação de Trânsito;11/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.406,62
93;1910011100-Multas Previstas em Legislação de Trânsito;12/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.224,20
94;1121011102-Taxa de Autorização de Funcionamento de Transporte;12/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;847,2
95;1910011100-Multas Previstas em Legislação de Trânsito;13/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.500,55
96;1121011102-Taxa de Autorização de Funcionamento de Transporte;13/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;96,6
97;1910011100-Multas Previstas em Legislação de Trânsito;14/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.686,64
98;1121011102-Taxa de Autorização de Funcionamento de Transporte;14/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;827,5
99;1910011100-Multas Previstas em Legislação de Trânsito;15/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.884,50
100;1121011102-Taxa de Autorização de Funcionamento de Transporte;15/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;373,6
101;1910011100-Multas Previstas em Legislação de Trânsito;18/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.299,10
102;1121011102-Taxa de Autorização de Funcionamento de Transporte;18/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;230,4
103;1910011100-Multas Previstas em Legislação de Trânsito;19/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.057,49
104;1121011102-Taxa de Autorização de Funcionamento de Transporte;19/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;286,8
105;1121011102-Taxa de Autorização de Funcionamento de Transporte;20/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;370,4
107;1910011100-Multas Previstas em Legislação de Trânsito;21/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.644,94
108;1121011102-Taxa de Autorização de Funcionamento de Transporte;21/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;229,6
109;1910011100-Multas Previstas em Legislação de Trânsito;21/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.565,23
110;1121011102-Taxa de Autorização de Funcionamento de Transporte;22/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.254,15
111;1121011102-Taxa de Autorização de Funcionamento de Transporte;22/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;692,2
112;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.626,09
113;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;530
114;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;3.928,57
115;1121011102-Taxa de Autorização de Funcionamento de Transporte;26/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;3.019,80
116;1121011102-Taxa de Autorização de Funcionamento de Transporte;26/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;180,2
117;1121011102-Taxa de Autorização de Funcionamento de Transporte;27/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;993,3
118;1910011100-Multas Previstas em Legislação de Trânsito;27/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.324,14
119;1910011100-Multas Previstas em Legislação de Trânsito;28/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.525,63
120;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;831,3
121;1910011100-Multas Previstas em Legislação de Trânsito;29/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.142,07
122;1121011102-Taxa de Autorização de Funcionamento de Transporte;29/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.267,20
123;1321001103-Remuneração de Outros Depósitos de Recursos não vinculados;29/03/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;10.000,00;0;15,79
124;1910011100-Multas Previstas em Legislação de Trânsito;01/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.354,13
125;1121011102-Taxa de Autorização de Funcionamento de Transporte;01/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.590,30
126;1910011100-Multas Previstas em Legislação de Trânsito;02/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.696,62
127;1121011102-Taxa de Autorização de Funcionamento de Transporte;02/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;407,4
128;1910011100-Multas Previstas em Legislação de Trânsito;03/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;4.446,24
129;1121011102-Taxa de Autorização de Funcionamento de Transporte;03/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.775,60
130;1910011100-Multas Previstas em Legislação de Trânsito;04/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.684,86
131;1121011102-Taxa de Autorização de Funcionamento de Transporte;04/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;831,7
132;1910011100-Multas Previstas em Legislação de Trânsito;05/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.743,57
133;1121011102-Taxa de Autorização de Funcionamento de Transporte;05/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;904,3
134;1910011100-Multas Previstas em Legislação de Trânsito;08/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.209,10
135;1121011102-Taxa de Autorização de Funcionamento de Transporte;08/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;542,4
136;1910011100-Multas Previstas em Legislação de Trânsito;09/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.289,64
137;1121011102-Taxa de Autorização de Funcionamento de Transporte;09/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.459,20
138;1910011100-Multas Previstas em Legislação de Trânsito;10/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.857,22
139;1121011102-Taxa de Autorização de Funcionamento de Transporte;10/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;370,4
140;1910011100-Multas Previstas em Legislação de Trânsito;11/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.348,74
141;1121011102-Taxa de Autorização de Funcionamento de Transporte;11/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;763,2
142;1910011100-Multas Previstas em Legislação de Trânsito;12/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.685,44
143;1121011102-Taxa de Autorização de Funcionamento de Transporte;12/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;363,4
144;1910011100-Multas Previstas em Legislação de Trânsito;15/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.447,97
145;1121011102-Taxa de Autorização de Funcionamento de Transporte;15/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;357,2
146;1910011100-Multas Previstas em Legislação de Trânsito;16/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;3.717,61
147;1121011102-Taxa de Autorização de Funcionamento de Transporte;16/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;697,2
148;1910011100-Multas Previstas em Legislação de Trânsito;17/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;636,51
149;1121011102-Taxa de Autorização de Funcionamento de Transporte;17/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;868
150;1121011102-Taxa de Autorização de Funcionamento de Transporte;18/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;682,8
151;1910011100-Multas Previstas em Legislação de Trânsito;22/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;988,57
152;1121011102-Taxa de Autorização de Funcionamento de Transporte;22/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;123,6
153;1910011100-Multas Previstas em Legislação de Trânsito;23/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.944,99
154;1910011100-Multas Previstas em Legislação de Trânsito;23/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.093,45
155;1910011100-Multas Previstas em Legislação de Trânsito;23/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;675,87
156;1910011100-Multas Previstas em Legislação de Trânsito;24/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;167,2
157;1910011100-Multas Previstas em Legislação de Trânsito;25/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.468,37
158;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;710
159;1910011100-Multas Previstas em Legislação de Trânsito;26/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.587,66
160;1121011102-Taxa de Autorização de Funcionamento de Transporte;26/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;391,6
161;1910011100-Multas Previstas em Legislação de Trânsito;29/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.344,03
162;1121011102-Taxa de Autorização de Funcionamento de Transporte;29/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;791,2
163;1910011100-Multas Previstas em Legislação de Trânsito;30/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.021,68
164;1910011100-Multas Previstas em Legislação de Trânsito;30/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;9.874,15
165;1121011102-Taxa de Autorização de Funcionamento de Transporte;30/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;220,2
166;1321001103-Remuneração de Outros Depósitos de Recursos não vinculados;30/04/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;10.000,00;0;4,92
167;1910011100-Multas Previstas em Legislação de Trânsito;02/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.111,37
168;1121011102-Taxa de Autorização de Funcionamento de Transporte;02/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;479
169;1910011100-Multas Previstas em Legislação de Trânsito;03/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;4.607,47
170;1121011102-Taxa de Autorização de Funcionamento de Transporte;03/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;804,6
171;1121011102-Taxa de Autorização de Funcionamento de Transporte;06/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;1.843,10
172;1910011100-Multas Previstas em Legislação de Trânsito;07/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.576,49
173;1121011102-Taxa de Autorização de Funcionamento de Transporte;07/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;186,8
174;1121011102-Taxa de Autorização de Funcionamento de Transporte;08/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;207,2
175;1910011100-Multas Previstas em Legislação de Trânsito;09/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.296,80
176;1121011102-Taxa de Autorização de Funcionamento de Transporte;09/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;99,6
177;1910011100-Multas Previstas em Legislação de Trânsito;10/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;6.445,37
178;1121011102-Taxa de Autorização de Funcionamento de Transporte;10/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;268
179;1910011100-Multas Previstas em Legislação de Trânsito;10/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.093,46
180;1910011100-Multas Previstas em Legislação de Trânsito;13/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.859,51
181;1121011102-Taxa de Autorização de Funcionamento de Transporte;13/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;370,4
182;1910011100-Multas Previstas em Legislação de Trânsito;14/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;490,63
183;1121011102-Taxa de Autorização de Funcionamento de Transporte;14/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;259,6
184;1910011100-Multas Previstas em Legislação de Trânsito;15/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.686,92
185;1121011102-Taxa de Autorização de Funcionamento de Transporte;15/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;370,8
186;1910011100-Multas Previstas em Legislação de Trânsito;16/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;3.365,80
187;1910011100-Multas Previstas em Legislação de Trânsito;17/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;1.146,94
188;1121011102-Taxa de Autorização de Funcionamento de Transporte;17/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;323,2
189;1910011100-Multas Previstas em Legislação de Trânsito;20/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;720.000,00;0;2.045,20
190;1121011102-Taxa de Autorização de Funcionamento de Transporte;20/05/2019;BANCO DO BRASIL S/A;00.000.000/0099-03;120.000,00;0;677,5
