 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
412;1910011100-Multas Previstas em Legislação de Trânsito;23/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;660,93
413;1121011102-Taxa de Autorização de Funcionamento de Transporte;23/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167.000,00;0;803,6
414;1910011100-Multas Previstas em Legislação de Trânsito;24/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;803,77
415;1121011102-Taxa de Autorização de Funcionamento de Transporte;24/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167.000,00;0;708,1
416;1910011100-Multas Previstas em Legislação de Trânsito;25/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;1.001,59
417;1121011102-Taxa de Autorização de Funcionamento de Transporte;25/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167.000,00;0;547,86
418;1910011100-Multas Previstas em Legislação de Trânsito;27/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;562,72
419;1121011102-Taxa de Autorização de Funcionamento de Transporte;27/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167.000,00;0;1.404,70
420;1910011100-Multas Previstas em Legislação de Trânsito;27/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;911,5
421;1121011102-Taxa de Autorização de Funcionamento de Transporte;27/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167.000,00;0;604,5
423;1990991100-Outras Receitas - Zona Azul;30/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;70.000,00;0;2.406,24
424;1910011100-Multas Previstas em Legislação de Trânsito;30/11/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610.000,00;0;873,55
