 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
28;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/01/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
29;1919150000-Multas Previstas na Legislação de Trânsito;27/01/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;590,5
30;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/01/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;321
31;1919150000-Multas Previstas na Legislação de Trânsito;28/01/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;194,16
32;1121300000-Taxa de Autorização de Funcionamento de Transporte;28/01/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;120
33;1919150000-Multas Previstas na Legislação de Trânsito;29/01/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;513,01
34;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/01/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;171
35;1919150000-Multas Previstas na Legislação de Trânsito;30/01/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;255,51
36;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;30/01/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;1.200,00;0;40,51
37;1919150000-Multas Previstas na Legislação de Trânsito;03/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;254,8
38;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;51
39;1919150000-Multas Previstas na Legislação de Trânsito;04/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;194,16
40;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;182
41;1919150000-Multas Previstas na Legislação de Trânsito;05/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;651,85
42;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;131
43;1919150000-Multas Previstas na Legislação de Trânsito;06/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;295,95
44;1121300000-Taxa de Autorização de Funcionamento de Transporte;06/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;182
45;1919150000-Multas Previstas na Legislação de Trânsito;09/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;245,39
46;1121300000-Taxa de Autorização de Funcionamento de Transporte;09/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;251
47;1919150000-Multas Previstas na Legislação de Trânsito;10/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;605,02
48;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;270
49;1919150000-Multas Previstas na Legislação de Trânsito;11/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;503,66
50;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;1.320,00
51;1919150000-Multas Previstas na Legislação de Trânsito;12/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;463,9
52;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;731,13
53;1919150000-Multas Previstas na Legislação de Trânsito;13/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;142,92
54;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;340
55;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;120
56;1919150000-Multas Previstas na Legislação de Trânsito;19/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;153,72
57;1919150000-Multas Previstas na Legislação de Trânsito;20/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;10,8
58;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;521
59;1919150000-Multas Previstas na Legislação de Trânsito;23/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;35,06
60;1121300000-Taxa de Autorização de Funcionamento de Transporte;23/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
61;1919150000-Multas Previstas na Legislação de Trânsito;24/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;352,27
62;1121300000-Taxa de Autorização de Funcionamento de Transporte;24/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
63;1919150000-Multas Previstas na Legislação de Trânsito;25/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;183,36
64;1121300000-Taxa de Autorização de Funcionamento de Transporte;25/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;591
65;1919150000-Multas Previstas na Legislação de Trânsito;26/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;500,25
66;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;433
67;1919150000-Multas Previstas na Legislação de Trânsito;27/02/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;387,63
68;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/02/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;200
69;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;27/02/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;1.200,00;0;48,58
70;1919150000-Multas Previstas na Legislação de Trânsito;02/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;20,91
71;1121300000-Taxa de Autorização de Funcionamento de Transporte;02/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
72;1919150000-Multas Previstas na Legislação de Trânsito;03/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;276,42
73;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;131
74;1919150000-Multas Previstas na Legislação de Trânsito;04/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;51,24
75;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;240
76;1919150000-Multas Previstas na Legislação de Trânsito;05/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;510,31
77;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;291
78;1919150000-Multas Previstas na Legislação de Trânsito;06/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;203,57
79;1121300000-Taxa de Autorização de Funcionamento de Transporte;06/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;411
80;1919150000-Multas Previstas na Legislação de Trânsito;09/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;316,16
81;1121300000-Taxa de Autorização de Funcionamento de Transporte;09/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;160
82;1919150000-Multas Previstas na Legislação de Trânsito;10/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;41,82
83;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;481
84;1919150000-Multas Previstas na Legislação de Trânsito;11/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;407,84
85;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;120
86;1919150000-Multas Previstas na Legislação de Trânsito;12/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;51,23
87;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;171
88;1919150000-Multas Previstas na Legislação de Trânsito;13/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;72,15
89;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
90;1919150000-Multas Previstas na Legislação de Trânsito;16/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;581,08
91;1121300000-Taxa de Autorização de Funcionamento de Transporte;16/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;80
92;1919150000-Multas Previstas na Legislação de Trânsito;17/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;335,69
93;1121300000-Taxa de Autorização de Funcionamento de Transporte;17/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;40
94;1919150000-Multas Previstas na Legislação de Trânsito;18/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;546,02
95;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;788,67
96;1919150000-Multas Previstas na Legislação de Trânsito;19/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;302,01
97;1121300000-Taxa de Autorização de Funcionamento de Transporte;19/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;473
98;1919150000-Multas Previstas na Legislação de Trânsito;20/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;20,91
99;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;240
100;1919150000-Multas Previstas na Legislação de Trânsito;23/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;126,74
101;1919150000-Multas Previstas na Legislação de Trânsito;24/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;139,56
102;1919150000-Multas Previstas na Legislação de Trânsito;25/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;659,28
103;1121300000-Taxa de Autorização de Funcionamento de Transporte;25/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;120
104;1919150000-Multas Previstas na Legislação de Trânsito;26/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;396,32
105;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;470
106;1919150000-Multas Previstas na Legislação de Trânsito;27/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;255,51
107;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;593
108;1919150000-Multas Previstas na Legislação de Trânsito;30/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;682,32
109;1121300000-Taxa de Autorização de Funcionamento de Transporte;30/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;200
110;1919150000-Multas Previstas na Legislação de Trânsito;31/03/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;204,63
111;1121300000-Taxa de Autorização de Funcionamento de Transporte;31/03/2015;SCTRANS;04.342.393/0001-72;108.070,00;0;291
112;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;30/03/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;1.200,00;0;58,9
113;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;30/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;1.200,00;0;48,34
114;1919150000-Multas Previstas na Legislação de Trânsito;07/04/2015;SCTRANS;04.342.393/0001-72;143.131,00;0;316,16
115;1919150000-Multas Previstas na Legislação de Trânsito;07/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;808,33
116;1919150000-Multas Previstas na Legislação de Trânsito;06/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;607,68
117;1919150000-Multas Previstas na Legislação de Trânsito;01/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;231,93
118;1919150000-Multas Previstas na Legislação de Trânsito;07/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;396,33
119;1919150000-Multas Previstas na Legislação de Trânsito;09/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;537,3
120;1919150000-Multas Previstas na Legislação de Trânsito;10/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;407,14
121;1919150000-Multas Previstas na Legislação de Trânsito;13/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;142,92
122;1919150000-Multas Previstas na Legislação de Trânsito;14/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;421,99
123;1919150000-Multas Previstas na Legislação de Trânsito;15/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;565,59
124;1919150000-Multas Previstas na Legislação de Trânsito;16/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;468,65
125;1919150000-Multas Previstas na Legislação de Trânsito;17/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;234,6
126;1919150000-Multas Previstas na Legislação de Trânsito;20/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;377,52
127;1919150000-Multas Previstas na Legislação de Trânsito;22/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;359,78
128;1919150000-Multas Previstas na Legislação de Trânsito;23/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;91,68
129;1919150000-Multas Previstas na Legislação de Trânsito;23/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;112,59
130;1919150000-Multas Previstas na Legislação de Trânsito;27/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;93,06
131;1919150000-Multas Previstas na Legislação de Trânsito;28/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;275,04
132;1919150000-Multas Previstas na Legislação de Trânsito;29/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;550,76
133;1919150000-Multas Previstas na Legislação de Trânsito;30/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;582,47
134;1121300000-Taxa de Autorização de Funcionamento de Transporte;02/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;411
135;1121300000-Taxa de Autorização de Funcionamento de Transporte;01/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;601
136;1121300000-Taxa de Autorização de Funcionamento de Transporte;07/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;241
137;1121300000-Taxa de Autorização de Funcionamento de Transporte;08/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;182
138;1121300000-Taxa de Autorização de Funcionamento de Transporte;09/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;433
139;1121300000-Taxa de Autorização de Funcionamento de Transporte;10/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;371
140;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;200
141;1121300000-Taxa de Autorização de Funcionamento de Transporte;14/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;120
142;1121300000-Taxa de Autorização de Funcionamento de Transporte;15/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;331
143;1121300000-Taxa de Autorização de Funcionamento de Transporte;16/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;270
144;1121300000-Taxa de Autorização de Funcionamento de Transporte;17/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;793
145;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;404
146;1121300000-Taxa de Autorização de Funcionamento de Transporte;22/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;353
147;1121300000-Taxa de Autorização de Funcionamento de Transporte;23/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;625,69
148;1121300000-Taxa de Autorização de Funcionamento de Transporte;24/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;262
149;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;433
150;1121300000-Taxa de Autorização de Funcionamento de Transporte;28/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;160
151;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;462
152;1121300000-Taxa de Autorização de Funcionamento de Transporte;30/04/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;160
153;1121300000-Taxa de Autorização de Funcionamento de Transporte;04/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;353
154;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;200
155;1121300000-Taxa de Autorização de Funcionamento de Transporte;07/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;200
156;1121300000-Taxa de Autorização de Funcionamento de Transporte;19/05/2015;FOLHA DE PAGAMENTO - EFETIVOS;;108.070,00;0;473
157;1121300000-Taxa de Autorização de Funcionamento de Transporte;25/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;411
158;1121300000-Taxa de Autorização de Funcionamento de Transporte;06/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;240
159;1121300000-Taxa de Autorização de Funcionamento de Transporte;08/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;502
160;1121300000-Taxa de Autorização de Funcionamento de Transporte;11/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;440
161;1121300000-Taxa de Autorização de Funcionamento de Transporte;12/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;342,26
162;1121300000-Taxa de Autorização de Funcionamento de Transporte;13/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;400
163;1121300000-Taxa de Autorização de Funcionamento de Transporte;14/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;211
164;1121300000-Taxa de Autorização de Funcionamento de Transporte;18/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;451
165;1121300000-Taxa de Autorização de Funcionamento de Transporte;20/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;865,28
166;1121300000-Taxa de Autorização de Funcionamento de Transporte;21/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;1.158,00
167;1121300000-Taxa de Autorização de Funcionamento de Transporte;22/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;663
168;1121300000-Taxa de Autorização de Funcionamento de Transporte;26/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;320
169;1121300000-Taxa de Autorização de Funcionamento de Transporte;27/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;241
170;1121300000-Taxa de Autorização de Funcionamento de Transporte;28/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;160
171;1121300000-Taxa de Autorização de Funcionamento de Transporte;29/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;571
172;1919150000-Multas Previstas na Legislação de Trânsito;04/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;469,2
173;1919150000-Multas Previstas na Legislação de Trânsito;05/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;166,59
174;1919150000-Multas Previstas na Legislação de Trânsito;07/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;166,59
175;1919150000-Multas Previstas na Legislação de Trânsito;08/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;834,56
176;1919150000-Multas Previstas na Legislação de Trânsito;08/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;82,49
177;1919150000-Multas Previstas na Legislação de Trânsito;08/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;190,03
178;1919150000-Multas Previstas na Legislação de Trânsito;13/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;82,49
179;1919150000-Multas Previstas na Legislação de Trânsito;14/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;692,26
180;1919150000-Multas Previstas na Legislação de Trânsito;15/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;649,22
181;1919150000-Multas Previstas na Legislação de Trânsito;18/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;269,29
182;1919150000-Multas Previstas na Legislação de Trânsito;19/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;227,24
183;1919150000-Multas Previstas na Legislação de Trânsito;20/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;221,9
184;1919150000-Multas Previstas na Legislação de Trânsito;22/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;210,25
185;1919150000-Multas Previstas na Legislação de Trânsito;25/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;58,22
186;1919150000-Multas Previstas na Legislação de Trânsito;26/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;136,77
187;1919150000-Multas Previstas na Legislação de Trânsito;29/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;403,94
188;1919150000-Multas Previstas na Legislação de Trânsito;11/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;477,86
189;1919150000-Multas Previstas na Legislação de Trânsito;12/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;249,08
190;1919150000-Multas Previstas na Legislação de Trânsito;27/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;225,63
191;1919150000-Multas Previstas na Legislação de Trânsito;28/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;870,57
192;1325029900-Remuneração de Outros Depósitos de Recursos não vinculados;29/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;1.200,00;0;58,53
193;1922990000-Outras Restituições;04/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;2.840,00;0;1.500,00
194;1922990000-Outras Restituições;04/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;2.840,00;0;700
195;1922990000-Outras Restituições;05/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;2.840,00;0;1.200,00
196;1922990000-Outras Restituições;05/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;2.840,00;0;500
197;1922990000-Outras Restituições;06/05/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;2.840,00;0;1.200,00
198;1121300000-Taxa de Autorização de Funcionamento de Transporte;01/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;171
199;1919150000-Multas Previstas na Legislação de Trânsito;05/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;244,83
200;1919150000-Multas Previstas na Legislação de Trânsito;03/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;1.206,42
201;1121300000-Taxa de Autorização de Funcionamento de Transporte;03/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;182
202;1121300000-Taxa de Autorização de Funcionamento de Transporte;05/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;182
203;1919150000-Multas Previstas na Legislação de Trânsito;08/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;42,05
204;1919150000-Multas Previstas na Legislação de Trânsito;08/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;143.131,00;0;392,22
205;1121300000-Taxa de Autorização de Funcionamento de Transporte;08/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;211
206;1121300000-Taxa de Autorização de Funcionamento de Transporte;09/06/2015;BANCO DO BRASIL S/A;00.000.000/0099-03;108.070,00;0;280
