 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
74;1121300000;Taxa de Autorização de Funcionamento de Transporte;22/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;233
75;1919150000;Multas Previstas na Legislação de Trânsito;23/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1411.31
76;1121300000;Taxa de Autorização de Funcionamento de Transporte;23/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;320
77;1919150000;Multas Previstas na Legislação de Trânsito;23/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3363.86
78;1919150000;Multas Previstas na Legislação de Trânsito;26/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1601.15
79;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;140
80;1919150000;Multas Previstas na Legislação de Trânsito;27/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3493.04
81;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;413
82;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;700
83;1325029900;Remuneração de Outros Depósitos de Recursos não vinculados;28/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;11000.00;0;36.22
84;1919150000;Multas Previstas na Legislação de Trânsito;28/02/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1059.93
85;1121300000;Taxa de Autorização de Funcionamento de Transporte;01/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;333
86;1919150000;Multas Previstas na Legislação de Trânsito;02/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1227.26
87;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;823
88;1919150000;Multas Previstas na Legislação de Trânsito;05/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;6450.67
89;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;220
90;1919150000;Multas Previstas na Legislação de Trânsito;06/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1066.36
91;1121300000;Taxa de Autorização de Funcionamento de Transporte;06/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;200
92;1919150000;Multas Previstas na Legislação de Trânsito;07/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;990.79
93;1121300000;Taxa de Autorização de Funcionamento de Transporte;07/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;390
94;1919150000;Multas Previstas na Legislação de Trânsito;08/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2617.80
95;1121300000;Taxa de Autorização de Funcionamento de Transporte;08/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;500
96;1919150000;Multas Previstas na Legislação de Trânsito;09/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2450.35
97;1121300000;Taxa de Autorização de Funcionamento de Transporte;09/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;940
98;1919150000;Multas Previstas na Legislação de Trânsito;12/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1609.97
99;1121300000;Taxa de Autorização de Funcionamento de Transporte;12/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;840
100;1919150000;Multas Previstas na Legislação de Trânsito;13/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3255.90
101;1121300000;Taxa de Autorização de Funcionamento de Transporte;13/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;160
102;1919150000;Multas Previstas na Legislação de Trânsito;14/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2210.37
103;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;613
104;1919150000;Multas Previstas na Legislação de Trânsito;15/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2099.02
105;1121300000;Taxa de Autorização de Funcionamento de Transporte;15/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;480
106;1121300000;Taxa de Autorização de Funcionamento de Transporte;16/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;500
107;1919150000;Multas Previstas na Legislação de Trânsito;16/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1478.29
108;1919150000;Multas Previstas na Legislação de Trânsito;19/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1924.57
109;1121300000;Taxa de Autorização de Funcionamento de Transporte;19/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;620
110;1919150000;Multas Previstas na Legislação de Trânsito;20/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2147.07
111;1121300000;Taxa de Autorização de Funcionamento de Transporte;20/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;533.33
112;1919150000;Multas Previstas na Legislação de Trânsito;21/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2205.94
113;1121300000;Taxa de Autorização de Funcionamento de Transporte;21/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;300
114;1919150000;Multas Previstas na Legislação de Trânsito;22/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;583.11
115;1121300000;Taxa de Autorização de Funcionamento de Transporte;22/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;202.32
116;1919150000;Multas Previstas na Legislação de Trânsito;23/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1463.45
117;1121300000;Taxa de Autorização de Funcionamento de Transporte;23/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;811.6
118;1919150000;Multas Previstas na Legislação de Trânsito;26/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1782.02
119;1919150000;Multas Previstas na Legislação de Trânsito;26/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;25650.79
120;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;918.8
121;1919150000;Multas Previstas na Legislação de Trânsito;27/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1953.38
122;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;571.6
123;1922990000;Outras Restituições;27/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;5000.00;64.910,05;0
124;1121300000;Taxa de Autorização de Funcionamento de Transporte;28/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;283.6
125;1919150000;Multas Previstas na Legislação de Trânsito;28/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1599.07
126;1121300000;Taxa de Autorização de Funcionamento de Transporte;30/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;1273.90
127;1325029900;Remuneração de Outros Depósitos de Recursos não vinculados;30/03/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;11000.00;0;21.44
128;1919150000;Multas Previstas na Legislação de Trânsito;02/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3028.91
129;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;389.2
130;1919150000;Multas Previstas na Legislação de Trânsito;03/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2062.43
131;1919150000;Multas Previstas na Legislação de Trânsito;03/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;4309.85
132;1919150000;Multas Previstas na Legislação de Trânsito;03/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1734.69
134;1121300000;Taxa de Autorização de Funcionamento de Transporte;04/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;562.8
135;1919150000;Multas Previstas na Legislação de Trânsito;05/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;677.42
136;1919150000;Multas Previstas na Legislação de Trânsito;05/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;4784.33
137;1121300000;Taxa de Autorização de Funcionamento de Transporte;05/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;468.1
138;1919150000;Multas Previstas na Legislação de Trânsito;06/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1815.37
139;1121300000;Taxa de Autorização de Funcionamento de Transporte;06/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;626.9
140;1919150000;Multas Previstas na Legislação de Trânsito;09/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1282.94
141;1121300000;Taxa de Autorização de Funcionamento de Transporte;09/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;690.8
142;1919150000;Multas Previstas na Legislação de Trânsito;10/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3832.68
143;1121300000;Taxa de Autorização de Funcionamento de Transporte;10/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;368.6
144;1919150000;Multas Previstas na Legislação de Trânsito;11/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2260.06
145;1121300000;Taxa de Autorização de Funcionamento de Transporte;11/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;711.2
146;1919150000;Multas Previstas na Legislação de Trânsito;12/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2212.06
147;1121300000;Taxa de Autorização de Funcionamento de Transporte;12/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;1156.70
148;1919150000;Multas Previstas na Legislação de Trânsito;13/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1447.11
149;1121300000;Taxa de Autorização de Funcionamento de Transporte;13/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;219.6
150;1919150000;Multas Previstas na Legislação de Trânsito;16/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1381.56
151;1121300000;Taxa de Autorização de Funcionamento de Transporte;16/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;378.8
152;1919150000;Multas Previstas na Legislação de Trânsito;17/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2377.96
153;1121300000;Taxa de Autorização de Funcionamento de Transporte;17/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;170
154;1919150000;Multas Previstas na Legislação de Trânsito;18/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1277.66
155;1121300000;Taxa de Autorização de Funcionamento de Transporte;18/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;486.4
156;1919150000;Multas Previstas na Legislação de Trânsito;19/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;973.33
157;1121300000;Taxa de Autorização de Funcionamento de Transporte;19/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;785.11
158;1919150000;Multas Previstas na Legislação de Trânsito;20/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1128.73
159;1121300000;Taxa de Autorização de Funcionamento de Transporte;20/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;203.6
160;1919150000;Multas Previstas na Legislação de Trânsito;20/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;12919.69
161;1990990000;Outras Receitas;20/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;0;64.910,05;1000.00
162;1990990000;Outras Receitas;20/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;0;64.910,05;1000.00
163;1919150000;Multas Previstas na Legislação de Trânsito;23/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1899.10
164;1121300000;Taxa de Autorização de Funcionamento de Transporte;23/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;605.6
165;1919150000;Multas Previstas na Legislação de Trânsito;24/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1027.42
166;1121300000;Taxa de Autorização de Funcionamento de Transporte;24/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;1000.90
167;1919150000;Multas Previstas na Legislação de Trânsito;25/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2760.85
168;1121300000;Taxa de Autorização de Funcionamento de Transporte;25/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;179.6
169;1919150000;Multas Previstas na Legislação de Trânsito;26/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1525.47
170;1121300000;Taxa de Autorização de Funcionamento de Transporte;26/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;743.4
171;1919150000;Multas Previstas na Legislação de Trânsito;27/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1296.12
172;1121300000;Taxa de Autorização de Funcionamento de Transporte;27/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;734.2
173;1919150000;Multas Previstas na Legislação de Trânsito;30/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2272.60
174;1121300000;Taxa de Autorização de Funcionamento de Transporte;30/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;866
175;1325029900;Remuneração de Outros Depósitos de Recursos não vinculados;30/04/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;11000.00;0;10.36
176;1919150000;Multas Previstas na Legislação de Trânsito;02/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;3320.54
177;1121300000;Taxa de Autorização de Funcionamento de Transporte;02/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;331.4
178;1919150000;Multas Previstas na Legislação de Trânsito;03/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2964.77
179;1121300000;Taxa de Autorização de Funcionamento de Transporte;03/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;948.4
180;1919150000;Multas Previstas na Legislação de Trânsito;04/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;782.5
181;1919150000;Multas Previstas na Legislação de Trânsito;07/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2691.19
182;1121300000;Taxa de Autorização de Funcionamento de Transporte;07/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;1879.70
183;1919150000;Multas Previstas na Legislação de Trânsito;08/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1376.91
184;1121300000;Taxa de Autorização de Funcionamento de Transporte;08/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;667.79
185;1919150000;Multas Previstas na Legislação de Trânsito;09/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2063.91
186;1919150000;Multas Previstas na Legislação de Trânsito;10/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1490.60
188;1121300000;Taxa de Autorização de Funcionamento de Transporte;10/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;410.8
189;1919150000;Multas Previstas na Legislação de Trânsito;11/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1927.01
190;1121300000;Taxa de Autorização de Funcionamento de Transporte;11/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;787.9
191;1919150000;Multas Previstas na Legislação de Trânsito;14/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;1506.68
192;1121300000;Taxa de Autorização de Funcionamento de Transporte;14/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;203.6
193;1919150000;Multas Previstas na Legislação de Trânsito;15/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;600000.00;64.910,05;2274.20
194;1121300000;Taxa de Autorização de Funcionamento de Transporte;15/05/2018;BANCO DO BRASIL S/A;00.000.000/0099-03;110000.00;0;481.1
